product_name,filename,link,type,appliedVariationProduct,applicableRegion,description
,,,['OtherReferenceMaterialOther'],['K423-1D'],['US'],條碼貼紙
,,,['complianceOther'],"['010', '020']",[],Mimaki墨水認證資料
,,,['complianceOther'],"['010', '020']",[],Mimaki墨水認證資料
,,,['complianceOther'],"['010', '020']",[],Mimaki墨水認證資料
,,,['complianceOther'],"['010', '020']",[],Mimaki墨水認證資料
,,,['complianceOther'],"['010', '020']",[],Mimaki墨水認證資料
,,,['complianceOther'],"['010', '020']",[],Mimaki墨水認證資料
,,,['complianceOther'],"['010', '020']",[],Mimaki墨水認證資料
,,,['complianceOther'],"['010', '020']",[],Mimaki墨水認證資料
,,,['complianceOther'],"['010', '020']",[],Mimaki墨水認證資料
,,,['complianceOther'],"['010', '020']",[],Mimaki墨水認證資料
,,,['complianceOther'],[],[],
,,,['complianceOther'],[],[],
,,,['complianceOther'],[],[],
,,,['complianceOther'],[],[],
,,https://www.youtube.com/watch?v=HlcWfeymE_s,['marketingVideo'],[],"['IT', 'CA', 'DE', 'TW', 'ES', 'UK', 'FR', 'US']",https://www.youtube.com/watch?v=HlcWfeymE_s
,,,['umFile'],"['KNB', 'KNK', 'KNP']","['CA', 'UK', 'US']",
,,,['umFile'],"['KNB', 'KNK', 'KNP']","['CA', 'US', 'UK']",
,,,['umFile'],"['KNB', 'KNK', 'KNP']","['CA', 'UK', 'US']",
,,,['umFile'],"['KNB', 'KNK', 'KNP']","['CA', 'US', 'UK']",
,,,['ce'],"['01A1BR26CWMG', '01A1BR26CWMB', '01A1BR26CWGD']",['UK'],
,,,['complianceOther'],"['01A1BR26CWMG', '01A1BR26CWMB', '01A1BR26CWGD']",[],CSR藍牙認證
,,,['fcc'],"['01A1BR26CWMG', '01A1BR26CWMB', '01A1BR26CWGD']",['US'],
,,,['fcc'],"['01A1BR26CWMG', '01A1BR26CWMB', '01A1BR26CWGD']",['US'],
,,,['complianceOther'],"['01A1BR26CWMG', '01A1BR26CWMB', '01A1BR26CWGD']",['TW'],BSMI
,,,['complianceOther'],"['01A1BR26CWMG', '01A1BR26CWMB', '01A1BR26CWGD']",['TW'],NCC
,,,['umFile'],"['01A1BR26CWMG', '01A1BR26CWMB', '01A1BR26CWGD']",[],
,,,['ncc'],"['QmoteS-Grey', 'QmoteS-Gold', 'QmoteS-Blue', 'QmoteS-Green']",['TW'],
,,,['bluetooth'],"['QmoteS-Grey', 'QmoteS-Gold', 'QmoteS-Blue', 'QmoteS-Green']","['TW', 'US', 'UK']",
,,,['ce'],"['QmoteS-Grey', 'QmoteS-Gold', 'QmoteS-Blue', 'QmoteS-Green']",['UK'],
,,,['rohs'],"['QmoteS-Grey', 'QmoteS-Gold', 'QmoteS-Blue', 'QmoteS-Green']",['UK'],
,,,['rohs'],"['QmoteS-Grey', 'QmoteS-Gold', 'QmoteS-Blue', 'QmoteS-Green']",['UK'],
,,,['rohs'],"['QmoteS-Grey', 'QmoteS-Gold', 'QmoteS-Blue', 'QmoteS-Green']",['UK'],
,,,['weee'],"['QmoteS-Grey', 'QmoteS-Gold', 'QmoteS-Blue', 'QmoteS-Green']",['UK'],
,,,['insurance'],"['QmoteS-Grey', 'QmoteS-Gold', 'QmoteS-Blue', 'QmoteS-Green']","['CA', 'DE', 'ES', 'FR', 'IT', 'TW', 'UK', 'US']",供應商填寫的保單資料
,,https://docs.google.com/spreadsheets/d/1-WqreECgTo-HWZPF20-PVvDfKReF1lF9wY9VhE6i91I/edit#gid=539267321,['OtherReferenceMaterialOther'],"['K151-17', 'K151-17A', 'K151-17B']",[],印刷說明
,,,['umFile'],"['K151-17', 'K151-17A', 'K151-17B']","['CA', 'TW', 'UK', 'US', 'FR', 'IT', 'DE', 'ES']",說明書製作檔
,,,['umFile'],"['K151-17', 'K151-17A', 'K151-17B']","['CA', 'US', 'TW', 'UK', 'ES', 'DE', 'IT', 'FR']",說明書印刷檔
,,,['fda'],"['A0110102', 'A0110106', 'A0110101']",['US'],
,,,['fda'],"['A0110102', 'A0110106', 'A0110101']",['US'],
,,,['complianceOther'],"['A0110102', 'A0110106', 'A0110101']",['US'],CPSC
,,,['OtherReferenceMaterialOther'],"['BESH-1205-Next-B', 'BESH-1205-Next-W']",['US'],跟Beseye Pro的比較圖
,,,['fcc'],"['BESH-1205-Next-B', 'BESH-1205-Next-W']","['CA', 'US']",FCC、ICES
,,,['ce'],"['BESH-1205-Next-B', 'BESH-1205-Next-W']",['UK'],
,,,['reach'],"['BESH-1205-Next-B', 'BESH-1205-Next-W']","['US', 'UK']",
,,,['rohs'],"['BESH-1205-Next-B', 'BESH-1205-Next-W']","['UK', 'US']",
,,,['productPackageDesign'],"['BESH-1205-Next-B', 'BESH-1205-Next-W']",[],
,,,['ncc'],"['BESH-1205-Next-B', 'BESH-1205-Next-W']",['TW'],
,,,['ce'],['S2C-EU'],"['UK', 'DE', 'ES', 'IT', 'FR']",
,,,['ce'],[''],['US'],
,,,['ce'],"['K408-3A', 'K408-3B', 'K408-3C', 'K408-3D']","['UK', 'IT', 'FR', 'DE', 'ES']",
,,,['fcc'],"['K408-3A', 'K408-3B', 'K408-3C', 'K408-3D']",['US'],
,,,['rohs'],"['K408-3A', 'K408-3B', 'K408-3C', 'K408-3D']","['UK', 'ES', 'FR', 'IT', 'DE']",
,,,['umFile'],"['K408-3A', 'K408-3B', 'K408-3C', 'K408-3D']","['UK', 'US', 'CA']",說明書印刷檔
,,,['umFile'],"['K408-3A', 'K408-3B', 'K408-3C', 'K408-3D']","['UK', 'US', 'CA']",說明書製作檔
,,,['umFile'],"['K408-3A', 'K408-3B', 'K408-3C', 'K408-3D']","['US', 'CA', 'UK']",說明書製作檔
,,,['umFile'],"['K408-3A', 'K408-3B', 'K408-3C', 'K408-3D']","['UK', 'US', 'CA']",說明書製作檔
,,,['umFile'],"['K408-3A', 'K408-3B', 'K408-3C', 'K408-3D']","['CA', 'US', 'UK']",說明書製作檔
,,https://docs.google.com/spreadsheets/d/1-WqreECgTo-HWZPF20-PVvDfKReF1lF9wY9VhE6i91I/edit#gid=471744259,['umLink'],"['K408-3A', 'K408-3B', 'K408-3C', 'K408-3D']",[],印刷說明
,,,['msds'],"['K408-3A', 'K408-3B', 'K408-3C', 'K408-3D']",[],
,,https://www.youtube.com/watch?v=HlcWfeymE_s,['marketingVideo'],[],"['CA', 'IT', 'DE', 'ES', 'UK', 'FR', 'US', 'TW']",https://www.youtube.com/watch?v=HlcWfeymE_s
,,https://myviida.com/product/souffie-cup/,['fda'],"['', 'A0110302', 'A0110306', 'A0110301']",['US'],
,,,['fda'],"['A0110302', 'A0110306', 'A0110301']",['US'],
,,,['complianceOther'],"['A0110302', 'A0110306', 'A0110301']",['US'],CPSC
,,,['ce'],['UG02'],"['UK', 'ES', 'DE', 'IT', 'FR']",
,,,['fcc'],['UG02'],['US'],
,,,['fcc'],"['ARK-P', 'ARK-G', 'ARK-K']",['US'],FCC證書
,,,['fcc'],"['ARK-P', 'ARK-G', 'ARK-K']",['US'],FCC 報告書
,,,['ce'],"['ARK-P', 'ARK-G', 'ARK-K']",['US'],CE證書
,,,['ce'],"['ARK-P', 'ARK-G', 'ARK-K']",['US'],CE 報告書
,,,['rohs'],"['A102001', 'A102004', 'A102006', 'A102008', 'A102010', 'A102013', 'A102014', 'A102015', 'A102016']",['US'],
,,,['fcc'],['XPUMP'],"['US', 'CA']",含加拿大ICES
,,,['complianceOther'],['XPUMP'],['US'],CEC（加洲能效認證）
,,,['ce'],['XPUMP'],"['DE', 'ES', 'IT', 'FR', 'UK']",CE證書
,,https://drive.google.com/drive/folders/0Bw57ghHK7C1iV3ZGX0JGak8wNHc,['productPackageDesign'],['XPUMP'],"['CA', 'DE', 'ES', 'TW', 'IT', 'US', 'FR', 'UK']",樣品的外盒套遺失，外包裝請見連結
,,,['ce'],['SFC160S-GL-BK'],"['DE', 'ES', 'IT', 'FR', 'UK']",
,,,['fcc'],['SFC160S-GL-BK'],['US'],
,,,['umFile'],['SFC160S-GL-BK'],['TW'],
,,,['bluetooth'],"['TF002P-S-1AB', 'TF002P-S-1AR', 'TF002P-S-1AY']","['UK', 'US', 'TW']",
,,,['ce'],"['TF002P-S-1AB', 'TF002P-S-1AR', 'TF002P-S-1AY']",['UK'],
,,,['ce'],"['TF002P-S-1AB', 'TF002P-S-1AR', 'TF002P-S-1AY']",['UK'],
,,,['ce'],"['TF002P-S-1AB', 'TF002P-S-1AR', 'TF002P-S-1AY']",['UK'],
,,,['ce'],"['TF002P-S-1AB', 'TF002P-S-1AR', 'TF002P-S-1AY']",['UK'],
,,,['fcc'],"['TF002P-S-1AB', 'TF002P-S-1AR', 'TF002P-S-1AY']",['US'],
,,,['fcc'],"['TF002P-S-1AB', 'TF002P-S-1AR', 'TF002P-S-1AY']",['US'],
,,,['fcc'],"['TF002P-S-1AB', 'TF002P-S-1AR', 'TF002P-S-1AY']",['US'],
,,,['fcc'],"['TF002P-S-1AY', 'TF002P-S-1AB', 'TF002P-S-1AR']",['US'],
,,,['fcc'],"['TF002P-S-1AB', 'TF002P-S-1AR', 'TF002P-S-1AY']",['US'],
,,,['fcc'],"['TF002P-S-1AY', 'TF002P-S-1AR', 'TF002P-S-1AB']",['US'],
,,,['ncc'],"['TF002P-S-1AY', 'TF002P-S-1AR', 'TF002P-S-1AB']",['TW'],
,,,['complianceOther'],"['S150301-1', 'S150301-2', 'S150301-3']",['CA'],US專利
,,,['complianceOther'],"['S150301-1', 'S150301-2', 'S150301-3']",['US'],CA商標
,,https://mega.nz/#!fhpikTLB!Vm5gF-w1yrvavPHSdPGTOg0Q2zefzGdL1n7n5VGsvV0,['umLink'],"['S150301-1', 'S150301-2', 'S150301-3']","['CA', 'US']",
,,https://youtu.be/28UW_2sIzYM,['operationVideo'],"['S150301-1', 'S150301-2', 'S150301-3']","['CA', 'US']",
,,,,"['16154-10-09', '16154-10-11', '16154-93-09', '16154-93-11']",['US'],
,,,['ce'],"['BEKER8G-B', 'BEKER8G-W']","['UK', 'DE', 'IT', 'FR', 'ES']",
,,,['rohs'],"['BEKER8G-B', 'BEKER8G-W']","['UK', 'DE', 'IT', 'FR', 'ES']",
,,https://www.youtube.com/watch?v=bzpSQbsCcEs,['operationVideo'],"['BEKER8G-B', 'BEKER8G-W']",[],https://www.youtube.com/watch?v=bzpSQbsCcEs
,,https://www.youtube.com/watch?v=GD7BWYdVubQ,['operationVideo'],"['BEKER8G-B', 'BEKER8G-W']",[],https://www.youtube.com/watch?v=GD7BWYdVubQ
,,https://www.youtube.com/watch?v=u18W2Om2cp4,['marketingVideo'],"['BEKER8G-B', 'BEKER8G-W']",[],https://www.youtube.com/watch?v=u18W2Om2cp4
,,,['umFile'],"['BEKER8G-B', 'BEKER8G-W']",[],
,,,['fcc'],"['BEKER8G-B', 'BEKER8G-W']",['US'],
,,,['complianceOther'],"['BEKER8G-B', 'BEKER8G-W']",['TW'],BSMI
,,,['umFile'],"['BEKER8G-B', 'BEKER8G-W']","['US', 'UK']",
,,,['umFile'],"['BEKER8G-B', 'BEKER8G-W']","['US', 'UK']",
,,,['umFile'],"['BEKER8G-B', 'BEKER8G-W']",['DE'],
,,,['umFile'],"['BEKER8G-B', 'BEKER8G-W']",['DE'],
,,,['complianceOther'],"['BEKER8G-B', 'BEKER8G-W']",['TW'],物流所需BSMI授權文件
,,,['umFile'],"['BEKER8G-B', 'BEKER8G-W']","['UK', 'US']",
,,,['umFile'],"['BEKER8G-B', 'BEKER8G-W']",['DE'],
,,,['fda'],"['708-BK-S', '708-BK-M', '708-BK-L', '708-BK-XL', '708-BK-XXL', '708-TAN-S', '708-TAN-M', '708-TAN-L', '708-TAN-XL', '708-TAN-XXL']",[],
,,,['complianceOther'],"['K408-1', 'K408-1A', 'K408-1B', 'K408-1C']",['US'],
,,,['complianceOther'],"['K408-1', 'K408-1A', 'K408-1B', 'K408-1C']",[],
,,,['complianceOther'],"['K408-1', 'K408-1A', 'K408-1B', 'K408-1C']",[],
,,,['complianceOther'],"['K408-1', 'K408-1A', 'K408-1B', 'K408-1C']",[],
,,,['ce'],"['K408-1', 'K408-1A', 'K408-1B', 'K408-1C']","['DE', 'ES', 'IT', 'FR', 'UK']",
,,,['rohs'],"['K408-1', 'K408-1A', 'K408-1B', 'K408-1C']",[],
,,,['msds'],"['K408-1', 'K408-1A', 'K408-1B', 'K408-1C']",[],
,,,['umFile'],"['K408-1', 'K408-1A', 'K408-1B', 'K408-1C']","['US', 'UK', 'CA']",說明書印刷檔
,,,['umFile'],"['K408-1', 'K408-1A', 'K408-1B', 'K408-1C']","['CA', 'US', 'UK']",說明書製作檔
,,https://docs.google.com/spreadsheets/d/1-WqreECgTo-HWZPF20-PVvDfKReF1lF9wY9VhE6i91I/edit#gid=2004515414,['umLink'],"['K408-1', 'K408-1A', 'K408-1B', 'K408-1C']","['UK', 'CA', 'US']",印刷說明
,,,['umFile'],"['K408-7A', 'K408-7B', 'K408-7C', 'K480-7D', 'K408-7E', 'K408-7F']","['UK', 'CA', 'US']",說明書製作檔
,,,['umFile'],"['K408-7A', 'K408-7B', 'K408-7C', 'K480-7D', 'K408-7E', 'K408-7F']","['CA', 'US', 'UK']",說明書印刷檔
,,https://docs.google.com/spreadsheets/d/1-WqreECgTo-HWZPF20-PVvDfKReF1lF9wY9VhE6i91I/edit#gid=458643970,['umLink'],"['K408-7A', 'K408-7B', 'K408-7C', 'K480-7D', 'K408-7E', 'K408-7F']","['CA', 'US', 'UK']",印刷說明
,,,['rohs'],['major913'],"['CA', 'FR', 'US', 'DE', 'IT', 'TW', 'ES', 'UK']",
,,,['fcc'],['major913'],['US'],
,,,['ce'],['major913'],"['FR', 'IT', 'DE', 'ES', 'UK']",
,,https://drive.google.com/drive/folders/1KRKTXPq2hX4_GMI910FE7r1sP8Pn8BOV,['complianceOther'],['major913'],[],木盒材質說明
,,,['complianceOther'],"['SVM-01A-B', 'SVM-01A-S']",['TW'],BSMI
,,,['complianceOther'],"['SVM-01A-B', 'SVM-01A-S']",['TW'],BSMI
,,,['complianceOther'],"['SVM-01A-B', 'SVM-01A-S']",['TW'],BSMI（型式認可證書）
,,,['fcc'],"['SVM-01A-B', 'SVM-01A-S']",['US'],
,,,['complianceOther'],"['SVM-01A-S', 'SVM-01A-B']",[],Japan VCCI
,,,['complianceOther'],"['SVM-01A-S', 'SVM-01A-B']",['UK'],EMC
,,,['umFile'],"['SVM-01A-B', 'SVM-01A-S']",[],
,,,['OtherReferenceMaterialOther'],"['SVM-01A-S', 'SVM-01A-B']",[],
,,,['complianceOther'],"['SVM-01A-B', 'SVM-01A-S']","['CA', 'DE', 'ES', 'FR', 'IT', 'TW', 'UK', 'US']",雷射 Class I
,,,['rohs'],"['SVM-01A-B', 'SVM-01A-S']",['UK'],
,,,['rohs'],"['SVM-01A-B', 'SVM-01A-S']",['UK'],
,,,['rohs'],"['SVM-01A-B', 'SVM-01A-S']",['UK'],
,,,['rohs'],"['SVM-01A-S', 'SVM-01A-B']",['UK'],
,,,['rohs'],"['SVM-01A-B', 'SVM-01A-S']",['UK'],
,,,['rohs'],"['SVM-01A-B', 'SVM-01A-S']",['UK'],
,,,['rohs'],"['SVM-01A-B', 'SVM-01A-S']",['UK'],
,,,['msds'],"['SVM-01A-B', 'SVM-01A-S']","['CA', 'DE', 'ES', 'FR', 'IT', 'TW', 'UK', 'US']",
,,,['complianceOther'],"['SVM-01A-B', 'SVM-01A-S']",[],
,,,['insurance'],"['SVM-01A-B', 'SVM-01A-S']","['CA', 'DE', 'ES', 'FR', 'IT', 'TW', 'UK', 'US']",供應商填寫的保單資料
,,,['insurance'],"['SVM-01A-B', 'SVM-01A-S']","['CA', 'DE', 'ES', 'FR', 'IT', 'TW', 'UK', 'US']",
,,,['insurance'],"['SVM-01A-B', 'SVM-01A-S']","['CA', 'DE', 'ES', 'FR', 'IT', 'TW', 'UK', 'US']",
,,,['insurance'],"['SVM-01A-B', 'SVM-01A-S']","['CA', 'DE', 'ES', 'FR', 'IT', 'TW', 'UK', 'US']",
,,,['insurance'],"['SVM-01A-B', 'SVM-01A-S']","['CA', 'DE', 'ES', 'FR', 'IT', 'TW', 'UK', 'US']",
,,https://youtu.be/U5ynDXHQvSw,['marketingVideo'],"['AW88A2-PA', 'AW88A2-PB']",[],安裝影片
,,https://www.youtube.com/watch?v=HlcWfeymE_s,['marketingVideo'],[],"['CA', 'IT', 'DE', 'TW', 'ES', 'UK', 'FR', 'US']",https://www.youtube.com/watch?v=HlcWfeymE_s
,,,['specificationTable'],['BL0504DRx2'],[],簡易說明
,,,['OtherReferenceMaterialOther'],['BL0504DRx2'],[],應用
,,,['fda'],"['728-BK-S', '728-BK-M', '728-BK-L', '728-BK-XL']",[],
,,https://drive.google.com/drive/folders/1GS02Ku_AjXG5-WFBo2XiJ-lA1Ad18tH7,['ce'],"['RIH6001-DE', 'RIH6001-FR']","['DE', 'ES', 'IT', 'FR', 'UK']",
,,https://docs.google.com/spreadsheets/d/1F5lpJCIWRNZ6L9uHUFRBaie-YTJcOvFDS0cG35_erAM/edit#gid=0,['OtherReferenceMaterialOther'],"['RIH6001-DE', 'RIH6001-FR']",[],各國EAN一覽表
,,,['fda'],['C-RTL10370'],[],
,,,['msds'],['C-RTL10370'],[],
,,,['ce'],[],[],
,,,['fcc'],['W9'],[],
,,,['rohs'],['W9'],[],
,,http://www.weeview.co/eng/support_detail.php?PKey=34c6u4bpBQl69bYU2j2aV-cQoDlEEkwWoxoaJnYBEw,['umLink'],['W9'],[],
,,https://www.youtube.com/watch?v=_zgTp6AospU,['marketingVideo'],['W9'],[],
,,,['OtherReferenceMaterialOther'],"['GTD-2X260NRX41C-DX1', 'GTD-4X530NRX91C-DX1']",['US'],UL
,,,['OtherReferenceMaterialOther'],"['GTD-2X260NRX41C-DX1', 'GTD-4X530NRX91C-DX1']",['US'],UL
,,,['rohs'],"['GTD-2X260NRX41C-DX1', 'GTD-4X530NRX91C-DX1']",['UK'],
,,,['OtherReferenceMaterialOther'],"['GTD-2X260NRX41C-DX1', 'GTD-4X530NRX91C-DX1']",[],產品材積
,,,['specificationTable'],"['GTD-2X260NRX41C-DX1', 'GTD-4X530NRX91C-DX1']",[],產品規格
,,,['fda'],"['775-BL-S', '775-BL-M', '775-BL-L', '775-BL-XL']",[],
,,,['OtherReferenceMaterialOther'],"['MP-01R', 'MP-01B', 'MP-01W', 'MP-01R-new']",['US'],
,,,['OtherReferenceMaterialOther'],"['MP-01R', 'MP-01B', 'MP-01W', 'MP-01R-new']",['US'],
,,,['fda'],"['MP-01R', 'MP-01B', 'MP-01W', 'MP-01R-new']",['US'],
,,,['umFile'],"['MP-01R', 'MP-01B', 'MP-01W', 'MP-01R-new']",['US'],
,,,['ncc'],"['MP-01R', 'MP-01B', 'MP-01W', 'MP-01R-new']",['TW'],
,,,['fcc'],"['MP-01R', 'MP-01B', 'MP-01W', 'MP-01R-new']",['US'],
,,,['fcc'],"['MP-01R', 'MP-01B', 'MP-01W', 'MP-01R-new']",['US'],
,,,['umFile'],"['SVK-01A-EP-B', 'SVK-01A-EP-W']",[],
,,https://www.youtube.com/watch?v=W2-PdUf1IGg,['operationVideo'],"['SVK-01A-EP-B', 'SVK-01A-EP-W']",[],
,,https://drive.google.com/open?id=0B0-cxnLOlKPeZ0RKVWR3WWtwZlU,['marketingVideo'],"['SVK-01A-EP-B', 'SVK-01A-EP-W']",[],
,,https://drive.google.com/drive/folders/0B0-cxnLOlKPeM2NhaVdrdjd4NDA,['OtherReferenceMaterialOther'],"['SVK-01A-EP-B', 'SVK-01A-EP-W']",[],媒體素材
,,,['OtherReferenceMaterialOther'],"['SVK-01A-EP-B', 'SVK-01A-EP-W']",[],FAQ
,,,['fcc'],"['SVK-01A-EP-B', 'SVK-01A-EP-W']",[],
,,,['ce'],"['SVK-01A-EP-B', 'SVK-01A-EP-W']",[],EMC
,,,['ce'],"['SVK-01A-EP-B', 'SVK-01A-EP-W']",[],RF
,,,['fcc'],"['SVK-01A-EP-B', 'SVK-01A-EP-W']",[],BT 4.0
,,,['fcc'],"['SVK-01A-EP-B', 'SVK-01A-EP-W']",[],BT 4.0
,,,['fcc'],"['SVK-01A-EP-B', 'SVK-01A-EP-W']",[],
,,,['ncc'],"['SVK-01A-EP-B', 'SVK-01A-EP-W']",[],
,,,['fda'],['781-BK-F'],[],
,,,['OtherReferenceMaterialOther'],['B05005'],[],SGS
,,,['fda'],"['776-BK-S', '776-BK-M', '776-BK-L', '776-BK-XL', '776-BL-S', '776-BL-M', '776-BL-L', '776-BL-XL']",[],
,,,['specificationTable'],"['TH001-S-BL', 'TH001-S-TB', 'TH001-S-MG', 'TH001-S-OR', 'TH001-S-SI']","['US', 'UK']",產品介紹
,,https://drive.google.com/drive/u/0/folders/0Bw57ghHK7C1ieGtUT1lIaV83bjQ,['productPackageDesign'],"['TH001-S-BL', 'TH001-S-TB', 'TH001-S-MG', 'TH001-S-OR', 'TH001-S-SI']","['UK', 'US', 'DE']",產品包裝連結
,,,['umFile'],['EL-104R-0001'],['TW'],睛遠寶繁體說明書
,,,['umFile'],['EL-104R-0001'],[],睛遠寶簡體說明書
,,,['OtherReferenceMaterialOther'],['EL-104R-0001'],['TW'],睛遠寶產品簡介
,,,['umFile'],['EL-104R-0001'],"['US', 'UK']",睛遠寶英文說明書
,,,['rohs'],['EL-104R-0001'],"['US', 'FR', 'IT', 'DE', 'CA', 'ES', 'UK']",
,,,['reach'],['EL-104R-0001'],"['UK', 'ES', 'DE', 'IT', 'FR', 'CA', 'US']",
,,,['productPackageDesign'],['EL-104R-0001'],['US'],
,,,['productPackageDesign'],['EL-104R-0001'],['US'],
,,https://www.youtube.com/watch?v=dPPCkhG65gw,['marketingVideo'],[''],[],臺灣Dr. Hook掛鉤影片
,,,['msds'],['DL1AA040001T'],[],
,,https://drive.google.com/open?id=125OWCz5eAEs1Dh2qyerjMpiQjfdDWoCi,,"['ISE1-16-2T', 'ISE5-64-2T', 'ISE3-32-2T', 'ISE7-64-2T', 'ISE1-8-2T', 'ISE3-16-2T', 'ISE1-4-2T', 'ISE5-16-2T', 'ISE3-8-2T', 'ISE1-2-2T', 'ISE5-8-2T']",[],ISO9001證書
,,,"['ce', 'rohs', 'fcc']","['', 'DL-032-BK', 'DL-032-WT', 'DL-032-BU', 'DL-032-RD']","['UK', 'US']",
,,,['OtherReferenceMaterialOther'],"['DL-032-WT', 'DL-032-BK', 'DL-032-BU', 'DL-032-RD']","['UK', 'US']",行銷資料簡報
,,,['fcc'],"['Spectra-TypeA-B', 'Spectra-Micro-B']","['US', 'CA']",Certificate of Conformity
,,,['fcc'],"['Spectra-TypeA-B', 'Spectra-Micro-B']","['US', 'CA']",FCC DoC Test Report (including ICES-003)
,,,['ce'],"['Spectra-TypeA-B', 'Spectra-Micro-B']","['UK', 'DE', 'ES', 'FR', 'IT']",Certificate of Conformity
,,,['ce'],"['Spectra-TypeA-B', 'Spectra-Micro-B']","['UK', 'ES', 'DE', 'IT', 'FR']",CE EMC Test Report
,,,['OtherReferenceMaterialOther'],"['Spectra-TypeA-B', 'Spectra-Micro-B']",[],Equipment Under Test Photo
,,,['umFile'],"['Spectra-TypeA-B', 'Spectra-Micro-B']",[],
,,https://www.youtube.com/watch?v=HlcWfeymE_s,['marketingVideo'],[],"['CA', 'IT', 'DE', 'ES', 'UK', 'FR', 'US', 'TW']",https://www.youtube.com/watch?v=HlcWfeymE_s
,,,['msds'],['PLB-102'],[],
,,https://www.youtube.com/watch?v=dPPCkhG65gw,['marketingVideo'],[''],[],臺灣Dr. Hook掛鉤影片
,,,['msds'],['DL1AA050001T'],[],
,,https://drive.google.com/open?id=125OWCz5eAEs1Dh2qyerjMpiQjfdDWoCi,,"['ISE1-16-4T', 'ISE5-64-4T', 'ISE3-32-4T', 'ISE7-64-4T', 'ISE1-8-4T', 'ISE3-16-4T', 'ISE1-4-4T', 'ISE5-16-4T', 'ISE3-8-4T', 'ISE1-2-4T', 'ISE5-8-4T']",[],ISO9001證書
,,,['fda'],"['4651132', '4651133', '4651134', '4651135']",['US'],FDA 合格認證襪廠
,,,['OtherReferenceMaterialOther'],[],[],OEKO-TEX 檢測
,,,['fda'],"['6452336', '6452335', '6452334', '6452333', '6452332']",['US'],FDA 合格認證襪廠 LIYING
,,,['OtherReferenceMaterialOther'],"['6452336', '6452335', '6452334', '6452333', '6452332']",[],OEKO-TEX 檢測
,,,['msds'],['DL1AB080001T'],[],
,,,['fda'],"['6552331', '6552332', '6552333', '6552334', '6552335', '6552131', '6552132', '6552133', '6552134', '6552135']",['US'],FDA 合格認證襪廠
,,,['OtherReferenceMaterialOther'],"['6552331', '6552332', '6552333', '6552334', '6552335', '6552131', '6552133', '6552132', '6552134', '6552135']",[],OEKO-TEX 檢測
,,,"['ce', 'rohs', 'fcc']","['DL-033-BK', 'DL-033-BU', 'DL-033-RD', 'DL-033-WT']","['US', 'UK']",
,,,['OtherReferenceMaterialOther'],"['DL-033-BK', 'DL-033-BU', 'DL-033-RD', 'DL-033-WT']","['UK', 'US']",行銷資料
,,,['msds'],"['ECM09012025DG', 'ECM09180025DG']",[],
,,,['OtherReferenceMaterialOther'],"['ECM09012025DG', 'ECM09180025DG']",[],
,,,['msds'],['PLB-103'],[],
,,https://drive.google.com/open?id=125OWCz5eAEs1Dh2qyerjMpiQjfdDWoCi,['complianceOther'],"['IAUE1-8-3', 'IAUE3-16-3', 'IAUE1-4-3', 'IAUE5-16-3', 'IAUE3-8-3', 'IAUE1-2-3', 'IAUE5-8-3']",[],ISO9001證書
,,https://drive.google.com/drive/folders/1rwkW6tyy6oqKG731yEIKVMQKGBdnTyL9,['ce'],"['RIH6008-DE', 'RIH6008-FR', 'RIH6008-UK']","['DE', 'ES', 'IT', 'FR', 'UK']",
,,,['OtherReferenceMaterialOther'],"['RIH6008-DE', 'RIH6008-FR', 'RIH6008-UK']","['CA', 'DE', 'ES', 'UK', 'TW', 'IT', 'FR', 'US']",
,,https://docs.google.com/spreadsheets/d/1F5lpJCIWRNZ6L9uHUFRBaie-YTJcOvFDS0cG35_erAM/edit#gid=0,['OtherReferenceMaterialOther'],"['RIH6008-DE', 'RIH6008-FR', 'RIH6008-UK']","['UK', 'DE', 'FR']",各國EAN一覽表
,,https://drive.google.com/drive/folders/1l-qCVJPyww_gyaCrQTO6kxlqDP6FocGc,['productPackageDesign'],"['RIH6008-DE', 'RIH6008-FR', 'RIH6008-UK']","['UK', 'DE', 'FR']",
,,https://drive.google.com/drive/folders/19dhjo1D7wbslc0Gnk0pUMF6h_TPjiITk,['umFile'],"['RIH6008-DE', 'RIH6008-FR', 'RIH6008-UK']","['UK', 'DE', 'FR']",
,,,['msds'],['CL01'],['US'],MSDS成份分析
,,,['complianceOther'],['CL01'],[],不含壬基酚
,,,['complianceOther'],['CL01'],[],不含重金屬
,,,['complianceOther'],['CL01'],[],不含螢光劑
,,,['complianceOther'],['CL01'],[],不含磷酸鹽
,,https://myviida.com/product/souffle-utensilset/,['fda'],"['', 'A0120502', 'A0120506', 'A0120501']",['US'],
,,https://myviida.com/product/souffle-utensilset/,['fda'],"['A0120502', 'A0120506', 'A0120501']",['US'],
,,,['complianceOther'],"['A0120502', 'A0120506', 'A0120501']",['US'],CPSC
,,,['fcc'],"['VS1480-201', 'VS1480-202']",['US'],
,,,['fcc'],"['VS1480-201', 'VS1480-202']",['US'],
,,,['fcc'],"['VS1480-201', 'VS1480-202']",['US'],
,,,['fcc'],"['VS1480-201', 'VS1480-202']",['US'],
,,,['productPackageDesign'],"['VS1480-201', 'VS1480-202']",['US'],
,,,['ncc'],"['VS1480-201', 'VS1480-202']",['TW'],
,,,['umFile'],"['VS1480-201', 'VS1480-202']","['TW', 'US']",
