product_name,filename,link,type,appliedVariationProduct,applicableRegion,description
,,https://drive.google.com/drive/folders/1qvKoZnky0wlq-SIRWu4Ixy1QTxhjboJx,['marketingVideo'],"['VS1480-201', 'VS1480-202']",['US'],行銷資料簡報檔
,,https://drive.google.com/drive/folders/1_VLaxxIbIIaHcyW1FFVOeGW5ELPM9r4e,['ce'],"['RIH6009-DE', 'RIH6009-FR', 'RIH6009-UK']","['FR', 'IT', 'DE', 'ES', 'UK']",
,,https://docs.google.com/spreadsheets/d/1F5lpJCIWRNZ6L9uHUFRBaie-YTJcOvFDS0cG35_erAM/edit#gid=0,['OtherReferenceMaterialOther'],"['RIH6009-DE', 'RIH6009-FR', 'RIH6009-UK']","['UK', 'DE', 'FR']",各國EAN一覽表
,,https://drive.google.com/drive/folders/1l-qCVJPyww_gyaCrQTO6kxlqDP6FocGc,['productPackageDesign'],"['RIH6009-DE', 'RIH6009-FR', 'RIH6009-UK']","['UK', 'DE', 'FR']",
,,https://drive.google.com/drive/folders/19dhjo1D7wbslc0Gnk0pUMF6h_TPjiITk,['umFile'],"['RIH6009-DE', 'RIH6009-FR', 'RIH6009-UK']","['UK', 'DE', 'FR']",
,,,['rohs'],['major0116'],"['US', 'FR', 'CA', 'DE', 'IT', 'ES', 'TW', 'UK']",
,,,['fcc'],['major0116'],['US'],
,,,['ce'],['major0116'],"['UK', 'FR', 'IT', 'DE', 'ES']",
,,https://drive.google.com/drive/folders/1KRKTXPq2hX4_GMI910FE7r1sP8Pn8BOV,['complianceOther'],['major0116'],[],木盒材質說明
,,,['fcc'],"['DN-032-BK', 'DN-032-BU', 'DN-032-RD', 'DN-032-WT']",['US'],
,,,['ce'],"['DN-032-BK', 'DN-032-BU', 'DN-032-RD', 'DN-032-WT']","['ES', 'UK', 'DE', 'IT', 'FR']",
,,,['complianceOther'],"['DN-032-BK', 'DN-032-BU', 'DN-032-RD', 'DN-032-WT']","['US', 'FR', 'CA', 'DE', 'IT', 'TW', 'ES', 'UK']",RoHS
,,,['OtherReferenceMaterialOther'],"['DN-032-BK', 'DN-032-BU', 'DN-032-RD', 'DN-032-WT']","['UK', 'US']",行銷資料
,,,['rohs'],['major514'],"['CA', 'FR', 'US', 'IT', 'DE', 'ES', 'TW', 'UK']",
,,,['fcc'],['major514'],['US'],
,,,['ce'],['major514'],"['FR', 'DE', 'ES', 'IT', 'UK']",
,,https://drive.google.com/drive/folders/1KRKTXPq2hX4_GMI910FE7r1sP8Pn8BOV,['complianceOther'],['major514'],[],木盒材質說明
,,,['umFile'],['K132-4'],[],
,,,['umFile'],['K132-4'],[],
,,,['OtherReferenceMaterialOther'],['K132-4'],[],條碼貼紙
,,,['complianceOther'],"['K448-1A', 'K448-1B', 'K448-1C']","['CA', 'FR', 'US', 'DE', 'IT', 'ES', 'TW', 'UK']",testing report
,,,['msds'],"['K448-1A', 'K448-1B', 'K448-1C']","['CA', 'DE', 'IT', 'ES', 'TW', 'FR', 'US', 'UK']",
,,,['msds'],"['K448-1A', 'K448-1B', 'K448-1C']","['ES', 'DE', 'CA', 'FR', 'US', 'IT', 'TW', 'UK']",
,,,['umFile'],"['K448-1A', 'K448-1B', 'K448-1C']","['CA', 'DE', 'ES', 'TW', 'IT', 'FR', 'US', 'UK']",說明書印刷檔
,,https://docs.google.com/spreadsheets/d/1-WqreECgTo-HWZPF20-PVvDfKReF1lF9wY9VhE6i91I/edit#gid=0,['umLink'],"['K448-1A', 'K448-1B', 'K448-1C']","['CA', 'DE', 'ES', 'UK', 'TW', 'IT', 'FR', 'US']",印刷說明
,,,['umFile'],"['K448-1A', 'K448-1B', 'K448-1C']","['US', 'FR', 'CA', 'DE', 'IT', 'TW', 'ES', 'UK']",說明書製作檔
,,,['OtherReferenceMaterialOther'],"['AWK-FZ-05039070', 'AWK-FZ-05039080', 'AWK-FZ-05039170', 'AWK-FZ-05039180', 'AWK-FZ-05039270', 'AWK-FZ-05039280']",[],
,,,['OtherReferenceMaterialOther'],"['AWK-FZ-05039070', 'AWK-FZ-05039080', 'AWK-FZ-05039170', 'AWK-FZ-05039180', 'AWK-FZ-05039270', 'AWK-FZ-05039280']",[],
,,,['OtherReferenceMaterialOther'],"['AWK-FZ-05039070', 'AWK-FZ-05039080', 'AWK-FZ-05039170', 'AWK-FZ-05039180', 'AWK-FZ-05039270', 'AWK-FZ-05039280']",[],
,,,['msds'],"['AWK-FZ-05039070', 'AWK-FZ-05039080', 'AWK-FZ-05039170', 'AWK-FZ-05039180', 'AWK-FZ-05039270', 'AWK-FZ-05039280']",[],
,,,['OtherReferenceMaterialOther'],"['AWK-FZ-05039070', 'AWK-FZ-05039080', 'AWK-FZ-05039170', 'AWK-FZ-05039180', 'AWK-FZ-05039270', 'AWK-FZ-05039280']",[],
,,,['OtherReferenceMaterialOther'],"['AWK-FZ-05039070', 'AWK-FZ-05039080', 'AWK-FZ-05039170', 'AWK-FZ-05039180', 'AWK-FZ-05039270', 'AWK-FZ-05039280']",[],
,,,['productPackageDesign'],"['AWK-FZ-05039070', 'AWK-FZ-05039080', 'AWK-FZ-05039170', 'AWK-FZ-05039180', 'AWK-FZ-05039270', 'AWK-FZ-05039280']",[],
,,,['marketingVideo'],"['AWK-FZ-05039070', 'AWK-FZ-05039080', 'AWK-FZ-05039170', 'AWK-FZ-05039180', 'AWK-FZ-05039270', 'AWK-FZ-05039280']",[],
,,,['marketingVideo'],"['AWK-FZ-05039070', 'AWK-FZ-05039080', 'AWK-FZ-05039170', 'AWK-FZ-05039180', 'AWK-FZ-05039270', 'AWK-FZ-05039280']",[],
,,,['OtherReferenceMaterialOther'],"['AWK-FZ-05039070', 'AWK-FZ-05039080', 'AWK-FZ-05039170', 'AWK-FZ-05039180', 'AWK-FZ-05039270', 'AWK-FZ-05039280']",[],
,,,['OtherReferenceMaterialOther'],"['AWK-FZ-05039070', 'AWK-FZ-05039080', 'AWK-FZ-05039170', 'AWK-FZ-05039180', 'AWK-FZ-05039270', 'AWK-FZ-05039280']",[],防燃測試的討論
,,,,['PTGR001'],"['TW', 'CA', 'US']",農殘檢測_日規
,,,['rohs'],['MV-01'],['US'],
,,,['umFile'],['MV-01'],['US'],
,,,['complianceOther'],"['DH-700-2W', 'DH-700-2VP']","['UK', 'US', 'TW']",MSDS of Glue
,,,['rohs'],"['DH-700-2VP', 'DH-700-2W']","['TW', 'UK']",
,,,['complianceOther'],"['DH-700-2W', 'DH-700-2VP']","['UK', 'US', 'TW']",
,,,['reach'],"['DH-700-2W', 'DH-700-2VP']","['TW', 'UK']",
,,https://drive.google.com/drive/folders/0B2xj9pl50PgvWGxjdHRLNXRkTTg,['complianceOther'],['ME-200P'],"['US', 'UK']",電池文件
,,,['fcc'],"['VS1880-201', 'VS1880-202']",['US'],
,,,['fcc'],"['VS1880-201', 'VS1880-202']",['US'],
,,,['fcc'],"['VS1880-201', 'VS1880-202']",['US'],
,,,['fcc'],"['VS1880-201', 'VS1880-202']",['US'],
,,,['productPackageDesign'],"['VS1880-201', 'VS1880-202']",['US'],
,,,['umFile'],"['VS1880-201', 'VS1880-202']","['TW', 'US']",
,,,['ncc'],"['VS1880-201', 'VS1880-202']",['TW'],
,,https://drive.google.com/drive/folders/1qvKoZnky0wlq-SIRWu4Ixy1QTxhjboJx,['marketingVideo'],"['VS1880-201', 'VS1880-202']",['US'],行銷資料簡報檔
,,,,['FWP7300'],[],
,,,,['FWP7300'],[],
,,,,['FWP7300'],[],
,,,,['FWP7300'],[],
,,,['umFile'],"['SLuFassW1CY24001', 'SLuFassW1CY24002']",['US'],未校稿版
,,https://drive.google.com/open?id=125OWCz5eAEs1Dh2qyerjMpiQjfdDWoCi,['complianceOther'],"['AUE0303', 'AUE0403', 'AUE0603', 'AUE0803', 'AUE1003', 'AUE1203', 'AUE1603']",[],ISO9001證書
,,https://drive.google.com/drive/folders/0B2xj9pl50PgvWGxjdHRLNXRkTTg,['complianceOther'],['ME-700'],"['US', 'UK']",電池文件
,,,,['FWP8300'],[],
,,,,['FWP8300'],[],
,,,,['FWP8300'],[],
,,,['fcc'],['MS-2'],['US'],
,,,['rohs'],['MS-2'],['US'],
,,,['umFile'],['MS-2'],['US'],
,,,['fcc'],"['VD6880-201', 'VD6880-202']",['US'],
,,,['fcc'],"['VD6880-201', 'VD6880-202']",['US'],
,,,['fcc'],"['VD6880-201', 'VD6880-202']",['US'],
,,,['fcc'],"['VD6880-201', 'VD6880-202']",['US'],
,,,['productPackageDesign'],"['VD6880-201', 'VD6880-202']",['US'],
,,,['umFile'],"['VD6880-201', 'VD6880-202']","['US', 'TW']",
,,,['ncc'],"['VD6880-201', 'VD6880-202']",['TW'],
,,https://drive.google.com/drive/folders/1qvKoZnky0wlq-SIRWu4Ixy1QTxhjboJx,['marketingVideo'],"['VD6880-201', 'VD6880-202']",['US'],行銷資料簡報檔
,,,['rohs'],['major613'],"['CA', 'FR', 'US', 'IT', 'DE', 'ES', 'TW', 'UK']",
,,,['fcc'],['major613'],['US'],
,,,['ce'],['major613'],"['FR', 'DE', 'IT', 'ES', 'UK']",
,,https://drive.google.com/drive/folders/1KRKTXPq2hX4_GMI910FE7r1sP8Pn8BOV,['complianceOther'],['major613'],[],木盒材質說明
,,,['fcc'],"['', 'MS-01']",['US'],
,,,['rohs'],['MS-01'],['US'],
,,,['umFile'],['MS-01'],['US'],
,,https://drive.google.com/open?id=125OWCz5eAEs1Dh2qyerjMpiQjfdDWoCi,['complianceOther'],"['IPVE1-4-4', 'IPVE5-16-4', 'IPVE3-8-4', 'IPVE1-2-4', 'IPVE5-8-4']",[],ISO9001證書
,,https://docs.google.com/spreadsheets/d/1F5lpJCIWRNZ6L9uHUFRBaie-YTJcOvFDS0cG35_erAM/edit#gid=0,,"['RIH6010-DE', 'RIH6010-FR', 'RIH6010-UK']","['UK', 'DE', 'FR']",各國EAN一覽表
,,https://drive.google.com/drive/folders/1FGACi4DTH8--ihy5hSUwcdXFL-Q8Sf8S,['ce'],"['RIH6010-DE', 'RIH6010-FR', 'RIH6010-UK']","['UK', 'FR', 'DE']",
,,https://drive.google.com/drive/folders/1l-qCVJPyww_gyaCrQTO6kxlqDP6FocGc,['productPackageDesign'],"['RIH6010-DE', 'RIH6010-FR', 'RIH6010-UK']","['UK', 'DE', 'FR']",
,,https://drive.google.com/drive/folders/19dhjo1D7wbslc0Gnk0pUMF6h_TPjiITk,['umFile'],"['RIH6010-DE', 'RIH6010-FR', 'RIH6010-UK']","['UK', 'DE', 'FR']",
,,https://www.indiegogo.com/projects/ultraduo-z2-the-smart-dual-lens-dashcam-camera,['marketingVideo'],['ultraduoz2wz'],[],
,,,['ce'],['ultraduoz2wz'],"['DE', 'IT', 'ES', 'FR']",
,,,['umFile'],['ultraduoz2wz'],"['US', 'UK', 'CA']",英文版說明書
,,,['umFile'],['ultraduoz2wz'],['DE'],德文版說明書
,,,['complianceOther'],['ultraduoz2wz'],['TW'],BSMI
,,https://youtu.be/XbJb4-mdY_U,['marketingVideo'],"['', 'ultradashs1']",['DE'],
,,,['ce'],['ultradashs1'],"['UK', 'IT', 'FR', 'DE', 'ES']",
,,,['complianceOther'],['ultradashs1'],['TW'],BSMI
,,,['rohs'],['major713'],"['CA', 'FR', 'IT', 'DE', 'US', 'TW', 'ES', 'UK']",
,,,['fcc'],['major713'],['US'],
,,,['ce'],['major713'],"['FR', 'DE', 'ES', 'IT', 'UK']",
,,https://drive.google.com/drive/folders/1KRKTXPq2hX4_GMI910FE7r1sP8Pn8BOV,['complianceOther'],['major713'],[],木盒材質說明
,,,,['PTOG001'],"['TW', 'CA', 'US']",農殘檢測_日規
,,,['complianceOther'],[''],['US'],電池空運資料
,,,['specificationTable'],"['1SEF-108-YE', '1SEF-108-RE', '108-BL2']",[],
,,,['OtherReferenceMaterialOther'],"['1SEF-108-YE', '1SEF-108-RE', '108-BL2']",[],特性說明
,,,['msds'],"['1SEF-108-YE', '1SEF-108-RE', '108-BL2']",[],
,,,['OtherReferenceMaterialOther'],"['1SEF-108-YE', '1SEF-108-RE', '108-BL2']",[],
,,,['umFile'],"['1SEF-108-YE', '1SEF-108-RE', '108-BL2']",[],
,,,['OtherReferenceMaterialOther'],"['1SEF-108-YE', '1SEF-108-RE', '108-BL2']",[],電子表
,,,['umFile'],['YUKON-1e'],['DE'],
,,,['umFile'],['YUKON-1e'],['DE'],印刷說明
,,,['ce'],['YUKON-1e'],"['UK', 'DE', 'FR', 'IT', 'ES']",
,,,['complianceOther'],['YUKON-1e'],"['UK', 'DE', 'FR', 'IT', 'ES']",
,,,['complianceOther'],['YUKON-1e'],"['UK', 'DE', 'FR', 'IT', 'ES']",
,,https://myviida.com/product/souffle-tablewareset/,['fda'],"['', 'A0120602', 'A0120606', 'A0120601']",['US'],
,,https://myviida.com/product/souffle-tablewareset/,['fda'],"['A0120602', 'A0120606', 'A0120601']",['US'],
,,,['fda'],"['A0120602', 'A0120606', 'A0120601']",['US'],
,,,['complianceOther'],"['A0120602', 'A0120606', 'A0120601']",['US'],CPSIA
,,,['complianceOther'],"['A0120602', 'A0120606', 'A0120601']",['US'],CPSIA
,,,['complianceOther'],"['A0120602', 'A0120606', 'A0120601']",['US'],CPSIA
,,,['complianceOther'],"['A0120602', 'A0120606', 'A0120601']",['US'],CPSIA
,,,['complianceOther'],"['A0120602', 'A0120606', 'A0120601']",['US'],CPSIA
,,,,['1A1'],[],RoHS中文版
,,,,['1A1'],[],RoHS英文版
,,,,['1A1'],[],中國註冊商標證
,,,,['1A1'],[],中國註冊商標證
,,,,['1A1'],[],中國盒裝專利證書
,,,,['1A1'],[],台灣註冊商標證
,,,,['1A1'],[],台灣註冊商標證
,,,,['1A1'],[],台灣盒裝專利證書
,,FCC,['fcc'],['US-BR-BK-0012'],[],
,,https://www.youtube.com/watch?v=dPPCkhG65gw,['marketingVideo'],[''],[],臺灣Dr. Hook掛鉤影片
,,https://drive.google.com/drive/folders/0B2xj9pl50PgvWGxjdHRLNXRkTTg,['complianceOther'],"['ME-300D-W', 'ME-300D-B', 'ME-300D-R', 'ME-300D-G']","['US', 'UK']",電池文件
,,,['msds'],"['1SEF-107-YE', '107-JB', '107-PK2']",['US'],
,,,['complianceOther'],"['1SEF-107-YE', '107-JB', '107-PK2']",[],
,,,['specificationTable'],"['1SEF-107-YE', '107-JB', '107-PK2']",[],
,,,['OtherReferenceMaterialOther'],"['1SEF-107-YE', '107-JB', '107-PK2']",[],特性表
,,,['OtherReferenceMaterialOther'],"['1SEF-107-YE', '107-JB', '107-PK2']",[],電子表
,,,['umFile'],"['1SEF-107-YE', '107-JB', '107-PK2']",[],
,,https://drive.google.com/open?id=125OWCz5eAEs1Dh2qyerjMpiQjfdDWoCi,,"['IPVR1T1-4-0015-4T', 'IPVR1T1-4-003-4T', 'IPVR1T1-4-006-4T', 'IPVR1T5-16-0015-4T', 'IPVR1T5-16-003-4T', 'IPVR1T5-16-006-4T', 'IPVR1T3-8-002-4T', 'IPVR1T3-8-003-4T', 'IPVR1T3-8-006-4T', 'IPVR1T3-8-009-4T', 'IPVR1T1-2-002-4T', 'IPVR1T1-2-003-4T', 'IPVR1T1-2-006-4T', 'IPVR1T1-2-009-4T', 'IPVR1T1-2-0125-4T', 'IPVR1T5-8-003-4T', 'IPVR1T5-8-006-4T', 'IPVR1T5-8-009-4T', 'IPVR1T5-8-0125-4T']",[],ISO9001證書
,,,['ce'],[''],[],
,,,['fcc'],"['023-WT1', '1SEN-023-PK', '1SEN-023-BL']",[],
,,,['specificationTable'],"['023-WT1', '1SEN-023-PK', '1SEN-023-BL']",[],
,,,"['complianceOther', 'OtherReferenceMaterialOther']","['023-WT1', '1SEN-023-PK', '1SEN-023-BL']",[],空運
,,,['msds'],"['023-WT1', '1SEN-023-PK', '1SEN-023-BL']",[],
,,,['complianceOther'],"['023-WT1', '1SEN-023-PK', '1SEN-023-BL']",[],
,,,['OtherReferenceMaterialOther'],"['023-WT1', '1SEN-023-PK', '1SEN-023-BL']",[],電子表
,,,['OtherReferenceMaterialOther'],"['023-WT1', '1SEN-023-PK', '1SEN-023-BL']",[],特性表
,,,['umFile'],"['023-WT1', '1SEN-023-PK', '1SEN-023-BL']",[],
,,https://drive.google.com/drive/folders/1fIbKjeBLXuMgIjGv-qhJ7cMKYPbkmCh_,['OtherReferenceMaterialOther'],"['85U08001R0', '85U01W01R0', '85U01001R0']",['US'],UPS木製產品出口申報表
,,,['ce'],"['M1-S-EVO-03', 'M1-EVO-03']","['UK', 'US']",CE證書
,,,['rohs'],"['M1-S-EVO-03', 'M1-EVO-03']","['UK', 'US']",RoHS證書
,,,['msds'],"['M1-S-EVO-03', 'M1-EVO-03']","['UK', 'US']",電池MSDS證書
,,,['ncc'],"['M1-S-EVO-03', 'M1-EVO-03']","['US', 'UK']",NCC證書
,,,['ncc'],"['M1-S-EVO-03', 'M1-EVO-03']","['UK', 'US']",NCC證書
,,,['complianceOther'],"['M1-S-EVO-03', 'M1-EVO-03']","['US', 'UK']",TELEC證書
,,,['productPackageDesign'],"['M1-S-EVO-03', 'M1-EVO-03']","['UK', 'US']",產品外包裝
,,,['OtherReferenceMaterialOther'],"['M1-S-EVO-03', 'M1-EVO-03']","['US', 'UK']",產品差異說明
,,,['productPackageDesign'],"['M1-S-EVO-03', 'M1-EVO-03']","['UK', 'US']",產品內附配件說明
,,,['fcc'],"['M1-S-EVO-03', 'M1-EVO-03']","['UK', 'US']",FCC證書
,,,['umFile'],"['M1-S-EVO-03', 'M1-EVO-03']","['UK', 'US']",安裝說明書
,,,['umFile'],"['M1-S-EVO-03', 'M1-EVO-03', 'M1-01HB', 'M1-01HB-Full']","['US', 'UK']",操作說明書
,,https://drive.google.com/open?id=125OWCz5eAEs1Dh2qyerjMpiQjfdDWoCi,,"['ISB1-16-2T', 'ISB5-64-2T', 'ISB3-32-2T', 'ISB7-64-2T', 'ISB1-8-2T', 'ISB3-16-2T', 'ISB1-4-2T', 'ISB5-16-2T', 'ISB3-8-2T', 'ISB1-2-2T', 'ISB5-8-2T']",[],ISO9001證書
,,,['msds'],['PLB-301'],[],
,,,['specificationTable'],['S01'],[],
,,https://docs.wixstatic.com/ugd/073f04_2a23536b312643ee80eed2d382ca2c96.pdf,['umLink'],['S01'],[],SID 3D Camera 說明書
,,https://www.youtube.com/watch?v=c5838F_6WMU,['marketingVideo'],['S01'],[],
,,,['ce'],['S01'],"['ES', 'DE', 'IT', 'FR', 'UK']",
,,,['fcc'],['S01'],['US'],
,,,['rohs'],['S01'],"['CA', 'DE', 'ES', 'IT', 'FR', 'US', 'UK']",
,,,['ncc'],['S01'],['TW'],
,,,['OtherReferenceMaterialOther'],['S01'],[],
,,,['fcc'],['K101-K228-30A'],"['CA', 'US', 'UK']",FCC+CE
,,,['umFile'],['K101-K228-30A'],"['UK', 'US']",說明書印刷檔
,,,['umFile'],['K101-K228-30A'],[],
,,,['umFile'],['K101-K228-30A'],[],
,,,['complianceOther'],"['K423-1A', 'K423-1C']",['US'],
,,,['complianceOther'],"['K423-1A', 'K423-1C']",[],
,,,['complianceOther'],"['K423-1A', 'K423-1C']",[],
,,,['complianceOther'],"['K423-1A', 'K423-1C']",[],
,,,['umFile'],"['K423-1A', 'K423-1C']",[],
,,,['umFile'],"['K423-1A', 'K423-1C']",[],
,,,['umFile'],"['K423-1A', 'K423-1C']",[],
,,,['umFile'],"['K423-1A', 'K423-1C']",[],
,,,['umFile'],"['K423-1A', 'K423-1C']",[],
,,,['umFile'],"['K423-1A', 'K423-1C']",[],
,,,['umFile'],"['K423-1A', 'K423-1C']",[],
,,,['umFile'],"['K423-1A', 'K423-1C']",[],
,,,['umFile'],"['K423-1A', 'K423-1C']",[],
,,,['umFile'],"['K423-1A', 'K423-1C']",[],
,,,['specificationTable'],['S02'],[],
,,https://www.youtube.com/watch?v=c5838F_6WMU,['marketingVideo'],['S02'],[],
,,https://docs.wixstatic.com/ugd/073f04_4594320007a240fd9e919db3c271fa3c.pdf,['umLink'],['S02'],[],SID 3-axis gimbal
,,https://docs.wixstatic.com/ugd/073f04_2a23536b312643ee80eed2d382ca2c96.pdf,['umLink'],['S02'],[],SID 3D Camera
,,,['ce'],['S02'],"['UK', 'IT', 'FR', 'DE', 'ES']",三軸穩定器證書
,,,['ce'],['S02'],"['DE', 'ES', 'FR', 'IT', 'UK']",三軸穩定器報告
,,,['ce'],['S02'],"['UK', 'ES', 'IT', 'DE', 'FR']",三軸穩定器報告
,,,['fcc'],['S02'],['US'],三軸穩定器證書
,,,['fcc'],['S02'],['US'],三軸穩定器報告
,,,['OtherReferenceMaterialOther'],['S02'],['TW'],
,,,['ncc'],['S02'],['TW'],
,,,['fcc'],"['', 'ultradashc1']",['US'],FCC
,,https://youtu.be/7utdTQYoN3Q,['marketingVideo'],['ultradashc1'],[],C1 產品介紹影片
,,https://youtu.be/-jMsHTtuQG4,['marketingVideo'],['ultradashc1'],[],C1 實際路側影片
,,,['complianceOther'],"['TC056GN', 'TC056PK', 'TC056BU']",['TW'],BSMI 免商檢公文
,,,['complianceOther'],"['TC056GN', 'TC056PK', 'TC056BU']",['TW'],BSMI 免商檢公文
,,,['OtherReferenceMaterialOther'],"['TC056GN', 'TC056PK', 'TC056BU']",['TW'],
,,,['productPackageDesign'],"['TC056BU', 'TC056PK', 'TC056GN']","['UK', 'US']",
,,,['complianceOther'],"['TC056GN', 'TC056PK', 'TC056BU']",['UK'],
,,,['ce'],"['TC056BU', 'TC056PK', 'TC056GN']",['UK'],
,,,['rohs'],"['TC056BU', 'TC056PK', 'TC056GN']",['UK'],
,,,['rohs'],"['TC056BU', 'TC056PK', 'TC056GN']",['UK'],
,,,['complianceOther'],"['MaxP01', 'MaxG01']",['TW'],SGS抗菌測試
,,,,"['MaxP01', 'MaxG01']",[],
,,,['msds'],"['MaxP01', 'MaxG01']",[],
,,,,"['MaxP01', 'MaxG01']",[],
,,,,"['MaxP01', 'MaxG01']",[],
,,,,"['MaxP01', 'MaxG01']",[],
,,,['ce'],"['K408-13A', 'K408-13B', 'K408-13C']","['US', 'UK']",
,,,['fcc'],"['K408-13A', 'K408-13B', 'K408-13C']",['US'],
,,,['rohs'],"['K408-13A', 'K408-13B', 'K408-13C']","['UK', 'ES', 'DE', 'IT', 'FR']",
,,,['umFile'],"['K408-13A', 'K408-13B', 'K408-13C']","['US', 'CA', 'UK']",說明書製作檔
,,,['umFile'],"['K408-13A', 'K408-13B', 'K408-13C']","['CA', 'US', 'UK']",說明書製作檔
,,,['umFile'],"['K408-13A', 'K408-13B', 'K408-13C']","['CA', 'US', 'UK']",說明書印刷檔
,,https://docs.google.com/spreadsheets/d/1-WqreECgTo-HWZPF20-PVvDfKReF1lF9wY9VhE6i91I/edit#gid=458643970,['umLink'],"['K408-13A', 'K408-13B', 'K408-13C']",[],印刷說明
,,https://drive.google.com/open?id=125OWCz5eAEs1Dh2qyerjMpiQjfdDWoCi,,"['ISE-SET-2T', 'ISE-SET-4T']",[],ISO9001證書
,,https://drive.google.com/open?id=125OWCz5eAEs1Dh2qyerjMpiQjfdDWoCi,,['ISE-SET-2T4T'],[],ISO9001證書
,,,['productPackageDesign'],"['TC3582BU', 'TC3582RD', 'TC3582OR']","['US', 'UK']",
,,,['complianceOther'],"['TC3582OR', 'TC3582RD', 'TC3582BU']",['UK'],
,,,['ce'],"['TC3582OR', 'TC3582RD', 'TC3582BU']",['UK'],
,,,['msds'],['PLB-201'],[],
,,https://drive.google.com/open?id=125OWCz5eAEs1Dh2qyerjMpiQjfdDWoCi,,"['MSB0402T', 'SB0602T', 'SB0802T', 'SB1002T', 'SB1202T', 'SB1602T']",[],ISO9001證書
,,https://arkvie.com/2017/09/20/airlight-great-outdoor-lighting/,,[''],[],
,,,,"['BLGIL002-BG', 'BLGIL002-PK']",[],
,,https://youtu.be/pJ89V_DrPZI,,"['BLGIL002-BG', 'BLGIL002-PK']",[],
,,,['productPackageDesign'],"['TC850BU', 'TC850PK', 'TC850GN', 'TC850YL']","['UK', 'US']",
,,,['ce'],"['TC850YL', 'TC850GN', 'TC850PK', 'TC850BU']",['UK'],
,,,['complianceOther'],"['TC850YL', 'TC850GN', 'TC850PK', 'TC850BU']",['UK'],
,,,['ce'],"['PawboPlus-EU', 'PawboPlus-UK']","['DE', 'ES', 'FR', 'IT', 'UK']",
,,,['ce'],"['PawboPlus-EU', 'PawboPlus-UK']","['DE', 'ES', 'FR', 'IT', 'UK']",
,,,['complianceOther'],"['PawboPlus-UK', 'PawboPlus-EU']","['UK', 'IT', 'FR', 'ES', 'DE']",(EU) R&TTE
,,,['complianceOther'],"['PawboPlus-UK', 'PawboPlus-EU']",['TW'],商品電磁相容性試驗報告
,,,['complianceOther'],"['PawboPlus-UK', 'PawboPlus-EU']",['TW'],
,,,['complianceOther'],"['PawboPlus-UK', 'PawboPlus-EU']",[],(JP)
,,,['fcc'],"['PawboPlus-UK', 'PawboPlus-EU']",['US'],
,,,['fcc'],"['PawboPlus-UK', 'PawboPlus-EU']",['US'],
,,,['complianceOther'],"['PawboPlus-UK', 'PawboPlus-EU']","['CA', 'DE', 'ES', 'FR', 'IT', 'TW', 'UK', 'US']",IEC 60825-1
,,,['complianceOther'],"['PawboPlus-UK', 'PawboPlus-EU']",[],Photographs of EUT
,,https://drive.google.com/open?id=125OWCz5eAEs1Dh2qyerjMpiQjfdDWoCi,,"['MSE0404T', 'SE0604T', 'SE0804T', 'SE1004T', 'SE1204T', 'SE1604T']",[],ISO9001證書
,,,['OtherReferenceMaterialOther'],['85U05001R0'],['TW'],BSMI 免商檢公文（Just and LOOP 共用）
,,,['fcc'],['85U05001R0'],[],FCC Test Report (includes CA ICES-003)
,,,['fcc'],['85U05001R0'],[],FCC Test Verification of Conformity (includes CA ICES-003)
,,,['ce'],['85U05001R0'],"['UK', 'ES', 'DE', 'FR', 'IT']",CE report
,,,['ce'],['85U05001R0'],"['UK', 'IT', 'FR', 'ES', 'DE']",CE Verification of Conformity
,,,['complianceOther'],['85U05001R0'],"['DE', 'ES', 'FR', 'IT']","CB Test Report (IEC 60065:2014   Audio, video and similar electronic apparatus - Safety requirements) 有列適用國家"
,,,['complianceOther'],['85U05001R0'],"['DE', 'ES', 'FR', 'IT']","CB Certificate (IEC 60065:2014   Audio, video and similar electronic apparatus - Safety requirements)"
,,,"['fcc', 'complianceOther']",['85U05001R0'],['US'],"UL (E141650 Power Supplies, Information Technology Equipment Including Electrical Business Equipment), FCC & ICES, BSMI R73521 for Adapter"
,,,['umFile'],['85U05001R0'],[],user manual
,,,['productPackageDesign'],['85U05001R0'],[],plastic bag with warning
,,,['ce'],['MKP-15P'],"['UK', 'DE', 'ES', 'FR', 'IT']",
,,,['rohs'],['MKP-15P'],"['US', 'FR', 'CA', 'DE', 'IT', 'ES', 'TW', 'UK']",
,,,['fcc'],['MKP-15P'],"['US', 'CA']",含ICES-003
,,,['OtherReferenceMaterialOther'],['MKP-15P'],['TW'],BSMI
,,,['umFile'],['MKP-15P'],['US'],英文說明書（和中文印一起）
,,,['umFile'],['MKP-15P'],['US'],中文說明書（和英文印一起）
,,,['productPackageDesign'],['MKP-15P'],['US'],
,,https://arkvie.com/2017/09/20/airlight-great-outdoor-lighting/,,[''],[],使用說明(E)
,,,,"['BLGIL001-BG', 'BLGIL001-PK']",[],
,,https://youtu.be/pJ89V_DrPZI,['operationVideo'],"['BLGIL001-BG', 'BLGIL001-PK']",[],
,,,['fcc'],"['UG01BT-Orange', 'UG01BT-Blue', 'UG01BT-Gray']",['US'],
,,,['fcc'],"['UG01BT-Orange', 'UG01BT-Blue', 'UG01BT-Gray']",['US'],
,,,['fcc'],"['85U06B01R0-Blue', '85U06P01R0-Pink', '85U06R01R0-Orange']",['US'],
